# Model:              test dfgsj
# Version:            hsi 0.0.1
# Date:               Jan 23 2021, 07:14
# Wavelengths:        100
# Base vectors:       5
# Test spectra:       16
# Test shape:         (100, 4, 4)
# Table:              Base vector parameters
# Base                    Label                     Weight                    Lower bound               Upper bound
0                         HHB                       0.005                     0                         0.05
1                         O2Hb                      0.005                     0                         0.05
2                         Water                     0.7                       0                         1
3                         Fat                       0.7                       0                         1
4                         Melanin                   0.025                     0                         0.05
# Table:              Spectral data
# Wavelength [nm]         Base 0                    Base 1                    Base 2                    Base 3                    Base 4                    Spec 0                    Spec 1                    Spec 2                    Spec 3                    Spec 4                    Spec 5                    Spec 6                    Spec 7                    Spec 8                    Spec 9                    Spec 10                   Spec 11                   Spec 12                   Spec 13                   Spec 14                   Spec 15
935                       0.488372973723114         0.506738294170629         0.635226633180082         0.593273057177481         0.478990378934697         0.488372973723114         0.506738294170629         0.535154392900909         0.552453493808795         0.635226633180082         0.593273057177481         0.478990378934697         0.522892954542864         0.713822232596548         0.725170086716974         0.710903408885896         0.708749295955975         0.737408135004387         0.734523808735214         0.661407234218116         0.659975778139861
940                       0.488386                  0.506418                  0.649555                  0.597916                  0.47815583781279          0.488386                  0.506418                  0.533969                  0.551885                  0.649555                  0.597916                  0.47815583781279          0.52123060734031          0.724169                  0.734275                  0.727542                  0.724936                  0.751348                  0.74991                   0.674368                  0.672524
945                       0.48722517176937          0.506774941964779         0.667829462378762         0.588771414573321         0.47729718178161          0.48722517176937          0.506774941964779         0.532402304504325         0.551616222866519         0.667829462378762         0.588771414573321         0.47729718178161          0.519585116649512         0.736207645288703         0.745937479617967         0.748044851414698         0.74599450359648          0.770255752639365         0.769361533126627         0.691104604951171         0.68854061368962
950                       0.48533                   0.507307                  0.690141                  0.56885                   0.476426942125639         0.48533                   0.507307                  0.530122                  0.551289                  0.690141                  0.56885                   0.476426942125639         0.517965795992576         0.751238                  0.761001                  0.772356                  0.77097                   0.794403                  0.793048                  0.710845                  0.708147
955                       0.483331714199407         0.507398687970256         0.716152767304869         0.543639284529236         0.475557650129354         0.483331714199407         0.507398687970256         0.526976889081791         0.550504489725128         0.716152767304869         0.543639284529236         0.475557650129354         0.516381958891608         0.770446311248642         0.78002024481116          0.799117185455313         0.797595439658105         0.822108479438154         0.819661558758279         0.731830595977199         0.730210017101659
960                       0.481453                  0.507235                  0.746224                  0.520076                  0.474701837077235         0.481453                  0.507235                  0.523937                  0.549399                  0.746224                  0.520076                  0.474701837077235         0.514842918868714         0.793874                  0.803017                  0.822092                  0.820305                  0.845967                  0.842718                  0.749562                  0.748947
965                       0.479700471433001         0.507112556154198         0.779237343401762         0.503833947309734         0.473872034253761         0.479700471433001         0.507112556154198         0.52178251416851          0.54824519323297          0.779237343401762         0.503833947309734         0.473872034253761         0.513357989446            0.820015359716729         0.828647291137393         0.83566415676405          0.834236862771099         0.859376454608018         0.856345856840257         0.760150261140034         0.759246442903746
970                       0.477625                  0.506974                  0.807473                  0.494086                  0.473080772943412         0.477625                  0.506974                  0.519413                  0.547326                  0.807473                  0.494086                  0.473080772943412         0.511936484145572         0.842321                  0.850637                  0.841576                  0.840644                  0.864671                  0.862301                  0.764889                  0.763331
975                       0.474912025068589         0.506763337412954         0.823976984088084         0.488517801231828         0.472340584430665         0.474912025068589         0.506763337412954         0.515803429244168         0.546795987342993         0.823976984088084         0.488517801231828         0.472340584430665         0.510587716489537         0.854964999884444         0.863346090639268         0.843013187488487         0.842137234257499         0.865854202129774         0.863803263880694         0.766081734462667         0.764538211283358
980                       0.472241                  0.506784                  0.831461                  0.485367                  0.471664                  0.472241                  0.506784                  0.512111                  0.546286                  0.831461                  0.485367                  0.471664                  0.509321                  0.860059                  0.868601                  0.841576                  0.840644                  0.864671                  0.862301                  0.764889                  0.763331
985                       0.470252678292642         0.507238219193987         0.834269345245903         0.483428347762954         0.471063550935897         0.470252678292642         0.507238219193987         0.509563268854816         0.54539423239506          0.834269345245903         0.483428347762954         0.471063550935897         0.508145648199068         0.861074515745497         0.869618721305534         0.838241843282002         0.837526325198904         0.861982861872884         0.858653462636967         0.762028176009299         0.759659586962823
990                       0.468439                  0.507564                  0.833611                  0.483173                  0.470551768522834         0.468439                  0.507564                  0.507487                  0.544112                  0.833611                  0.483173                  0.470551768522834         0.507070974608846         0.858985                  0.867712                  0.833082                  0.832568                  0.857376                  0.853135                  0.757587                  0.754298
995                       0.466004701814327         0.507008290816181         0.829911115102509         0.485491213195663         0.470141184045291         0.466004701814327         0.507008290816181         0.504733759527952         0.542528898548595         0.829911115102509         0.485491213195663         0.470141184045291         0.506106292751441         0.854139390012631         0.863717519582725         0.825941222049011         0.825158255092668         0.850117812630259         0.845873733779843         0.751495799009573         0.74822621869352
